# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
22.486,3203.5,9.764,-9.7774,10.262,9.7786,114.45,0.081663,114.45,0.040882,3.1581,0.15746,28.61,-80.599,9.7823,9.8804,-7.0446e-6,6.7111,-5.1416e-4,13661,0,9.834,0.046379,182.57,157.97,1.5588,0.03399,1643698,0,0.6222,0.4855,0.57591,0.30194,0.063406,0.12015,1.8906,2.5656,1.7718e-4,0,0,0,0,0.38182,0.0013319,15.776,195.47,71.091,0.062469,NaN,-5.823,683.4,327.77,0.05,0.087525
22.536,3204,9.2752,-9.7724,9.7956,9.7737,114.61,0.081969,114.61,0.040979,3.1502,0.16129,28.61,-80.599,9.7823,10.731,-7.0444e-6,6.8373,-5.3418e-4,13661,0,9.834,0.046379,181.67,157.97,1.502,0.032669,1579721,0,0.58787,0.48777,0.58908,0.30423,0.063404,0.12014,2.1157,2.749,-2.4869e-4,0,0,0,0,0.42902,0.0012729,15.776,195.47,70.752,0.06269,NaN,-5.8261,683.36,327.77,0.05,0.087646
22.586,3204.5,8.7867,-9.7667,9.3316,9.7681,114.76,0.082275,114.76,0.041076,3.1419,0.16769,28.61,-80.599,9.7823,11.778,-7.0446e-6,6.9634,-6.4217e-4,13661,0,9.834,0.046379,180.65,157.97,1.4371,0.031398,1518179,0,0.55671,0.49007,0.60399,0.30653,0.063403,0.12013,2.4054,2.9746,2.6619e-4,0,0,0,0,0.48177,0.0012144,15.776,195.47,70.407,0.062906,NaN,-5.829,683.32,327.77,0.05,0.087767
22.636,3204.9,8.2985,-9.7616,8.8704,9.7631,114.92,0.082581,114.92,0.041172,3.1334,0.17168,28.61,-80.599,9.7823,12.801,-7.0447e-6,7.0886,-6.4129e-4,13661,0,9.834,0.046379,179.72,157.97,1.3784,0.030102,1455487,0,0.52332,0.49253,0.6177,0.30901,0.063401,0.12012,2.7026,3.1826,-1.7768e-4,0,0,0,0,0.54314,0.0011562,15.776,195.47,70.056,0.063117,NaN,-5.8318,683.28,327.76,0.05,0.087887
22.686,3205.3,7.8106,-9.7554,8.4124,9.7571,115.08,0.082887,115.08,0.041268,3.1247,0.17864,28.61,-80.599,9.7823,14.063,-7.0447e-6,7.2118,-7.1833e-4,13661,0,9.834,0.046379,178.67,157.97,1.312,0.028869,1395794,0,0.49224,0.49501,0.63176,0.31151,0.063399,0.12011,3.0872,3.4391,-1.436e-4,0,0,0,0,0.61127,0.0010986,15.776,195.47,69.698,0.063322,NaN,-5.8344,683.25,327.76,0.05,0.088012
22.736,3205.7,7.323,-9.7472,7.9582,9.7491,115.23,0.083193,115.23,0.041365,3.1155,0.1913,28.61,-80.599,9.7823,15.709,-7.0447e-6,7.3357,-9.7825e-4,13661,0,9.834,0.046379,177.44,157.97,1.234,0.027749,1341609,0,0.4637,0.49739,0.64415,0.31389,0.063398,0.1201,3.6181,3.7806,1.6762e-4,0,0,0,0,0.68452,0.0010415,15.776,195.47,69.335,0.063522,NaN,-5.8369,683.21,327.76,0.05,0.088134
22.786,3206,6.8358,-9.7434,7.5083,9.7453,115.39,0.083499,115.39,0.041461,3.1059,0.18947,28.61,-80.599,9.7823,16.792,-7.0445e-6,7.4586,-7.3595e-4,13661,0,9.834,0.046379,176.71,157.97,1.1874,0.026405,1276558,0,0.42394,0.50041,0.65046,0.31692,0.063396,0.12009,3.9852,3.9506,3.4465e-4,0,0,0,0,0.78155,9.8511e-4,15.776,195.47,68.965,0.063717,NaN,-5.8392,683.18,327.76,0.05,0.088456
22.836,3206.4,6.3487,-9.7399,7.0636,9.7417,115.54,0.083805,115.54,0.041557,3.0965,0.18699,28.61,-80.599,9.7823,17.964,-7.0445e-6,7.573,-4.4896e-4,13661,0,9.834,0.046379,175.97,157.97,1.1407,0.025058,1211413,0,0.3839,0.50364,0.65406,0.32016,0.063395,0.12008,4.3979,4.1225,3.9418e-4,0,0,0,0,0.89464,9.295e-4,15.776,195.47,68.589,0.063907,NaN,-5.8413,683.16,327.76,0.05,0.088591
22.886,3206.7,5.8619,-9.7327,6.625,9.7347,115.7,0.084111,115.7,0.041653,3.087,0.19469,28.61,-80.599,9.7823,19.802,-7.0447e-6,7.6826,-5.0255e-4,13661,0,9.834,0.046379,174.93,157.97,1.0745,0.023915,1156106,0,0.34909,0.50657,0.65301,0.3231,0.063394,0.12007,5.0762,4.4436,-3.7844e-4,0,0,0,0,1.0109,8.7483e-4,15.776,195.47,68.207,0.064093,NaN,-5.8433,683.13,327.76,0.05,0.088724
22.936,3206.9,5.3753,-9.7288,6.1938,9.7308,115.85,0.084417,115.85,0.041749,3.0772,0.1935,28.61,-80.599,9.7823,21.601,-7.0446e-6,7.7795,-3.8895e-4,13661,0,9.834,0.046379,174.02,157.97,1.0171,0.022715,1098102,0,0.31267,0.50984,0.64828,0.32638,0.063392,0.12007,5.6334,3.761,6.4641e-5,0,0,0,0,1.1489,8.2127e-4,15.776,195.47,67.821,0.064274,NaN,-5.8451,683.1,327.76,0.05,0.08885
22.986,3207.2,4.889,-9.723,5.7717,9.725,116.01,0.084723,116.01,0.041845,3.0675,0.19756,28.61,-80.599,9.7823,23.919,-7.0447e-6,7.849,-4.5408e-4,13661,0,9.834,0.046379,173,157.97,0.9522,0.021666,1047332,0,0.27869,0.51289,0.6352,0.32944,0.063391,0.12006,6.3766,2.757,3.1347e-5,0,0,0,0,1.2856,7.6905e-4,15.776,195.47,67.43,0.06445,NaN,-5.8468,683.08,327.76,0.05,0.088976
23.036,3207.4,4.403,-9.7169,5.3605,9.719,116.16,0.085029,116.16,0.04194,3.0575,0.20188,28.61,-80.599,9.7823,26.435,-7.0446e-6,7.8916,-4.7636e-4,13661,0,9.834,0.046379,172.04,157.97,0.89177,0.020642,997840,0,0.24479,0.51606,0.61466,0.33261,0.063391,0.12006,7.2394,1.6582,-4.5813e-4,0,0,0,0,1.4317,7.1844e-4,15.776,195.47,67.036,0.064622,NaN,-5.8483,683.06,327.75,0.05,0.089107
23.086,3207.6,3.9172,-9.7174,4.9631,9.7192,116.31,0.085334,116.31,0.042036,3.0476,0.19008,28.61,-80.599,9.7823,28.244,-7.0446e-6,7.912,8.9636e-5,13661,0,9.834,0.046379,171.44,157.97,0.85385,0.019242,930152,0,0.20738,0.52073,0.59924,0.3373,0.063389,0.12005,7.8928,0.74322,-2.7375e-4,0,0,0,0,1.6561,6.6983e-4,15.776,195.47,66.641,0.064788,NaN,-5.8497,683.04,327.75,0.05,0.08923
23.136,3207.8,3.4314,-9.7157,4.5832,9.7175,116.46,0.08564,116.46,0.042131,3.0383,0.18418,28.61,-80.599,9.7823,30.672,-7.0446e-6,7.9151,4.9337e-4,13661,0,9.834,0.046379,170.74,157.97,0.80926,0.017997,869915,0,0.1733,0.52529,0.57252,0.34186,0.063388,0.12004,8.8082,-0.42803,4.7813e-4,0,0,0,0,1.8948,6.2369e-4,15.776,195.47,66.245,0.064949,NaN,-5.8508,683.03,327.75,0.05,0.089352
23.186,3208,2.9457,-9.7083,4.2252,9.7102,116.62,0.085945,116.62,0.042226,3.029,0.19197,28.61,-80.599,9.7823,34.223,-7.0446e-6,7.8998,4.3193e-4,13661,0,9.834,0.046379,169.89,157.97,0.75534,0.017139,828458,0,0.14373,0.52866,0.52355,0.34524,0.063388,0.12004,10.213,-1.9783,-8.4543e-5,0,0,0,0,2.081,5.8058e-4,15.776,195.47,65.85,0.065104,NaN,-5.8519,683.01,327.75,0.05,0.089477
23.236,3208.1,2.4606,-9.6989,3.8948,9.701,116.77,0.086251,116.77,0.042322,3.0191,0.20444,28.61,-80.599,9.7823,38.309,-7.0446e-6,7.8657,2.7783e-4,13661,0,9.834,0.046379,169.13,157.97,0.70713,0.016454,795323,0,0.11643,0.53153,0.46016,0.34811,0.063387,0.12004,11.906,-3.6972,4.4886e-4,0,0,0,0,2.2385,5.4116e-4,15.776,195.47,65.456,0.065255,NaN,-5.8528,683,327.75,0.05,0.089601
23.286,3208.2,1.9758,-9.694,3.5995,9.6962,116.92,0.086556,116.92,0.042417,3.0087,0.20665,28.61,-80.599,9.7823,42.248,-7.0446e-6,7.8156,4.9019e-4,13661,0,9.834,0.046379,168.58,157.97,0.67242,0.015546,751417,0,0.089685,0.53557,0.39709,0.35215,0.063387,0.12003,13.583,-5.4124,-4.9141e-4,0,0,0,0,2.4759,5.0628e-4,15.776,195.47,65.064,0.0654,NaN,-5.8535,682.99,327.75,0.05,0.089727
23.336,3208.3,1.4907,-9.7586,3.3494,9.7588,117.07,0.086861,117.07,0.042512,2.9995,0.062719,28.61,-80.599,9.7823,47.085,-7.0446e-6,7.76,3.7814e-4,13661,0,9.834,0.046379,196.22,157.97,2.4246,0.015051,727485,0,0.067261,0.53791,0.31772,0.35449,0.063386,0.12003,4.3136,-2.6399,2.3077e-4,0,0,0,0,2.604,4.771e-4,15.776,195.47,64.674,0.065539,NaN,-5.854,682.99,327.75,0.05,0.089851
23.386,3208.4,1.0028,-9.7574,3.1597,9.7576,117.22,0.087166,117.22,0.042606,2.9964,0.060658,28.61,-80.599,9.7823,52.15,-7.0446e-6,7.7299,4.1417e-4,13661,0,9.834,0.046379,197.31,157.97,2.4936,0.014552,703388,0,0.04737,0.54037,0.23935,0.35695,0.063386,0.12003,4.5221,-3.7477,-3.4635e-4,0,0,0,0,2.7638,4.5534e-4,15.776,195.47,64.287,0.065674,NaN,-5.8544,682.98,327.75,0.05,0.090011
23.436,3208.4,0.51495,-9.7543,3.0373,9.7545,117.37,0.087471,117.37,0.042701,2.9933,0.06335,28.61,-80.599,9.7823,57.692,-7.0446e-6,7.6918,1.7151e-4,13661,0,9.834,0.046379,198.21,157.97,2.5502,0.014525,702058,0,0.032093,0.54051,0.16278,0.35709,0.063386,0.12003,4.803,-4.6833,2.2475e-4,0,0,0,0,2.747,4.4144e-4,15.776,195.47,63.902,0.065804,NaN,-5.8547,682.98,327.75,0.05,0.090136
23.486,3208.4,0.027303,-9.7523,2.9902,9.7525,117.52,0.087777,117.52,0.042796,2.9901,0.06424,28.61,-80.599,9.7823,63.186,-7.0447e-6,7.6458,1.6465e-4,13661,0,9.834,0.046379,199.46,157.97,2.6294,0.014378,694974,0,0.019524,0.54125,0.10106,0.35784,0.063386,0.12003,5.0242,-5.5096,-3.304e-4,0,0,0,0,2.7699,4.3609e-4,15.776,195.47,63.518,0.065929,NaN,-5.8548,682.98,327.75,0.05,0.090258
# Event APOGEE occurred at t=23.536 seconds
23.536,3208.4,-0.46022,-9.7477,3.022,9.748,117.67,0.088083,117.67,0.04289,2.9867,0.070769,28.61,-80.599,9.7823,68.606,-7.0446e-6,7.5934,-9.3766e-5,13661,0,9.834,0.046379,200.32,157.97,2.6842,0.014735,712197,0,0.011178,0.53946,0.055093,0.35604,0.063386,0.12003,5.3178,-6.044,-4.7699e-4,0,0,0,0,2.6015,4.3962e-4,15.776,195.47,63.137,0.06605,NaN,-5.8547,682.98,327.75,0.05,0.090892
23.586,3208.4,-0.9475,-9.7441,3.1299,9.7444,117.82,0.08839,117.82,0.042985,2.9831,0.075606,28.61,-80.599,9.7823,73.898,-7.0446e-6,7.5338,-1.4215e-4,13661,0,9.834,0.046379,201.5,157.97,2.7591,0.014964,723303,0,0.0052471,0.53833,0.025073,0.35491,0.063386,0.12003,5.5471,-6.4665,-1.2664e-4,0,0,0,0,2.4828,4.5177e-4,15.776,195.47,62.759,0.066168,NaN,-5.8545,682.98,327.75,0.05,0.091171
23.636,3208.3,-1.4346,-9.7404,3.3066,9.7407,117.97,0.088696,117.97,0.04308,2.9792,0.081044,28.61,-80.599,9.7823,79.056,-7.0446e-6,7.4691,-1.3425e-4,13661,0,9.834,0.046379,202.76,157.97,2.8391,0.015257,737462,0,0.0018166,0.53692,0.0083503,0.35351,0.063386,0.12003,5.7523,-6.732,1.2103e-4,0,0,0,0,2.3476,4.7188e-4,15.776,195.47,62.384,0.066281,NaN,-5.8541,682.98,327.75,0.05,0.091321
23.686,3208.2,-1.9215,-9.7362,3.5416,9.7366,118.11,0.089003,118.11,0.043174,2.9749,0.087252,28.61,-80.599,9.7823,84.056,-7.0447e-6,7.3995,-8.4181e-5,13661,0,9.834,0.046379,204.08,157.97,2.9224,0.015621,755042,0,3.2168e-4,0.53523,0.0014107,0.35181,0.063387,0.12003,5.9352,-6.8507,-1.9854e-4,0,0,0,0,2.198,4.9898e-4,15.776,195.47,62.012,0.066392,NaN,-5.8536,682.99,327.75,0.05,0.09145
23.736,3208.1,-2.4082,-9.7306,3.824,9.7311,118.26,0.08931,118.26,0.043269,2.9704,0.096151,28.61,-80.599,9.7823,88.675,-7.0446e-6,7.3254,-7.2099e-5,13661,0,9.834,0.046379,205.19,157.97,2.9929,0.016167,781471,0,3.9909e-6,0.53277,1.6337e-5,0.34935,0.063387,0.12003,6.1298,-6.8206,-2.2615e-4,0,0,0,0,2.011,5.3198e-4,15.776,195.47,61.644,0.066498,NaN,-5.8528,683,327.75,0.05,0.091576
23.786,3208,-2.8945,-9.7218,4.1438,9.7224,118.41,0.089618,118.41,0.043363,2.9652,0.1108,28.61,-80.599,9.7823,92.52,-7.0446e-6,7.2457,-1.9176e-4,13661,0,9.834,0.046379,205.71,157.97,3.0257,0.017028,823094,0,-2.9895e-5,0.52912,-1.1032e-4,0.34569,0.063388,0.12004,6.3904,-6.6794,3.2611e-4,0,0,0,0,1.7736,5.6981e-4,15.776,195.47,61.28,0.066601,NaN,-5.852,683.01,327.75,0.05,0.091703
23.836,3207.8,-3.3804,-9.7128,4.4927,9.7136,118.56,0.089925,118.56,0.043458,2.9593,0.12514,28.61,-80.599,9.7823,96.269,-7.0447e-6,7.1595,-2.0992e-4,13661,0,9.834,0.046379,206.39,157.97,3.0687,0.017827,861701,0,-4.8128e-4,0.52594,-0.0016204,0.34251,0.063388,0.12004,6.6097,-6.5002,-3.0368e-6,0,0,0,0,1.58,6.1153e-4,15.776,195.47,60.919,0.066701,NaN,-5.851,683.03,327.75,0.05,0.091825
23.886,3207.7,-3.8658,-9.7033,4.8645,9.7044,118.71,0.090233,118.71,0.043552,2.9527,0.13984,28.61,-80.599,9.7823,99.881,-7.0447e-6,7.0684,-1.732e-4,13661,0,9.834,0.046379,207.14,157.97,3.1166,0.018615,899829,0,-0.0019625,0.52298,-0.0060595,0.33954,0.063389,0.12005,6.8003,-6.2777,1.6588e-4,0,0,0,0,1.4123,6.5639e-4,15.776,195.47,60.564,0.066798,NaN,-5.8498,683.04,327.75,0.05,0.091946
23.936,3207.5,-4.3507,-9.6915,5.2539,9.6928,118.85,0.09054,118.85,0.043646,2.9453,0.158,28.61,-80.599,9.7823,103.06,-7.0446e-6,6.9724,-1.5664e-4,13661,0,9.834,0.046379,207.63,157.97,3.1476,0.019521,943653,0,-0.0047676,0.51977,-0.013386,0.33633,0.06339,0.12005,7.0147,-6.0373,-2.8826e-4,0,0,0,0,1.2496,7.0376e-4,15.776,195.47,60.213,0.066891,NaN,-5.8485,683.06,327.75,0.05,0.092072
23.986,3207.2,-4.8349,-9.6753,5.6569,9.677,119,0.090848,119,0.043741,2.9368,0.18315,28.61,-80.599,9.7823,105.51,-7.0445e-6,6.8699,-2.3493e-4,13661,0,9.834,0.046379,207.54,157.97,3.1415,0.020633,997411,0,-0.0086025,0.51608,-0.021619,0.33264,0.063391,0.12006,7.3075,-5.8339,2.9087e-4,0,0,0,0,1.0859,7.5312e-4,15.776,195.47,59.867,0.066982,NaN,-5.847,683.08,327.76,0.05,0.092216
24.036,3207,-5.3181,-9.6539,6.0703,9.6563,119.15,0.091156,119.15,0.043835,2.9268,0.21629,28.61,-80.599,9.7823,107.31,-7.0444e-6,6.7581,-3.793e-4,13661,0,9.834,0.046379,206.91,157.97,3.1017,0.021908,1059082,0,-0.013099,0.51217,-0.029198,0.32871,0.063392,0.12006,7.6829,-5.7001,3.5366e-5,0,0,0,0,0.93207,8.0401e-4,15.776,195.47,59.526,0.067069,NaN,-5.8453,683.1,327.76,0.05,0.092342
24.086,3206.7,-5.8003,-9.6349,6.4917,9.638,119.29,0.091463,119.29,0.043929,2.9153,0.24426,28.61,-80.599,9.7823,109.63,-7.0445e-6,6.6364,-3.6205e-4,13661,0,9.834,0.046379,206.97,157.97,3.1056,0.022954,1109677,0,-0.020247,0.50917,-0.04111,0.3257,0.063393,0.12007,7.9368,-5.4975,-2.7759e-4,0,0,0,0,0.81876,8.5611e-4,15.776,195.47,59.191,0.067154,NaN,-5.8435,683.13,327.76,0.05,0.092471
24.136,3206.4,-6.2816,-9.614,6.9197,9.6179,119.44,0.09177,119.44,0.044023,2.9023,0.27424,28.61,-80.599,9.7823,111.83,-7.0444e-6,6.5089,-3.1987e-4,13661,0,9.834,0.046379,207.03,157.97,3.1095,0.024006,1160568,0,-0.029439,0.50632,-0.054647,0.32285,0.063394,0.12007,8.1819,-5.2945,-2.8467e-4,0,0,0,0,0.72007,9.0923e-4,15.776,195.47,58.862,0.067237,NaN,-5.8415,683.15,327.76,0.05,0.092594
24.186,3206.1,-6.7617,-9.5911,7.3526,9.596,119.58,0.092077,119.58,0.044116,2.8878,0.30664,28.61,-80.599,9.7823,113.91,-7.0443e-6,6.3744,-2.6928e-4,13661,0,9.834,0.046379,207.07,157.97,3.112,0.025073,1212157,0,-0.040779,0.5036,-0.069392,0.32013,0.063395,0.12008,8.4228,-5.0953,2.2733e-4,0,0,0,0,0.63313,9.6313e-4,15.776,195.47,58.54,0.067316,NaN,-5.8394,683.18,327.76,0.05,0.092716
24.236,3205.7,-7.2406,-9.5632,7.7892,9.5695,119.73,0.092383,119.73,0.04421,2.8715,0.34603,28.61,-80.599,9.7823,115.59,-7.0442e-6,6.2328,-2.6343e-4,13661,0,9.834,0.046379,206.79,157.97,3.0943,0.026232,1268240,0,-0.053205,0.50081,-0.08271,0.31732,0.063396,0.12009,8.7184,-4.951,-2.9156e-4,0,0,0,0,0.55298,0.0010176,15.776,195.47,58.225,0.067393,NaN,-5.8371,683.21,327.76,0.05,0.09284
24.286,3205.3,-7.7178,-9.5239,8.2283,9.5324,119.87,0.092689,119.87,0.044303,2.8529,0.40307,28.61,-80.599,9.7823,116.41,-7.0442e-6,6.079,-3.6703e-4,13661,0,9.834,0.046379,205.64,157.97,3.0212,0.027618,1335324,0,-0.063682,0.49767,-0.089302,0.31417,0.063398,0.1201,9.1916,-4.9716,4.0673e-4,0,0,0,0,0.47454,0.0010726,15.776,195.47,57.917,0.067467,NaN,-5.8347,683.24,327.76,0.05,0.092961
24.336,3204.9,-8.193,-9.4845,8.6684,9.4956,120.01,0.092994,120.01,0.044396,2.8313,0.45859,28.61,-80.599,9.7823,117.52,-7.0442e-6,5.9083,-4.0034e-4,13661,0,9.834,0.046379,204.89,157.97,2.9738,0.028892,1396939,0,-0.077201,0.49497,-0.098922,0.31146,0.063399,0.12011,9.59,-4.9385,4.0434e-4,0,0,0,0,0.40961,0.0011277,15.776,195.47,57.617,0.067539,NaN,-5.8321,683.28,327.76,0.05,0.093082
24.386,3204.5,-8.6662,-9.4417,9.1094,9.4559,120.15,0.093298,120.15,0.044489,2.8069,0.51812,28.61,-80.599,9.7823,118.6,-7.044e-6,5.7242,-4.2564e-4,13661,0,9.834,0.046379,204.19,157.97,2.9293,0.03015,1457849,0,-0.092449,0.49244,-0.10877,0.30892,0.063401,0.12012,9.9841,-4.9095,-3.2073e-4,0,0,0,0,0.35305,0.0011831,15.776,195.47,57.326,0.067608,NaN,-5.8294,683.31,327.77,0.05,0.093208
24.436,3204.1,-9.1371,-9.3929,9.5505,9.4111,120.29,0.093601,120.29,0.044582,2.7794,0.58555,28.61,-80.599,9.7823,119.52,-7.044e-6,5.524,-4.5922e-4,13661,0,9.834,0.046379,203.36,157.97,2.8771,0.031436,1520104,0,-0.10843,0.48999,-0.11734,0.30646,0.063403,0.12013,10.413,-4.9188,-6.3939e-6,0,0,0,0,0.30244,0.0012385,15.776,195.47,57.045,0.067674,NaN,-5.8265,683.35,327.77,0.05,0.093336
24.486,3203.6,-9.6054,-9.3411,9.9909,9.3641,120.43,0.093902,120.43,0.044674,2.7483,0.65605,28.61,-80.599,9.7823,120.46,-7.0444e-6,5.3066,-4.7274e-4,13661,0,9.834,0.046379,202.65,157.97,2.8318,0.032693,1580926,0,-0.12654,0.48772,-0.12661,0.30418,0.063404,0.12014,10.823,-4.9179,-3.4097e-4,0,0,0,0,0.25805,0.0012939,15.776,195.47,56.774,0.067739,NaN,-5.8235,683.39,327.77,0.05,0.093465
24.536,3203.1,-10.071,-9.2877,10.43,9.3161,120.57,0.094202,120.57,0.044766,2.7138,0.72745,28.61,-80.599,9.7823,121.5,-7.0451e-6,5.0727,-4.6187e-4,13661,0,9.834,0.046379,202.11,157.97,2.7974,0.033907,1639723,0,-0.14753,0.48564,-0.13722,0.30208,0.063406,0.12015,11.193,-4.8908,4.8034e-4,0,0,0,0,0.21922,0.0013492,15.776,195.47,56.515,0.067802,NaN,-5.8203,683.44,327.77,0.05,0.093592
24.586,3202.6,-10.534,-9.2393,10.869,9.273,120.7,0.094501,120.7,0.044858,2.6758,0.78939,28.61,-80.599,9.7823,122.9,-7.045e-6,4.8256,-4.1112e-4,13661,0,9.834,0.046379,202.05,157.97,2.7937,0.035011,1693223,0,-0.17473,0.48382,-0.15242,0.30025,0.063408,0.12016,11.432,-4.7591,4.2784e-4,0,0,0,0,0.18606,0.0014045,15.776,195.47,56.267,0.067865,NaN,-5.8169,683.48,327.77,0.05,0.093719
24.636,3202.1,-10.995,-9.1728,11.306,9.2148,120.84,0.094797,120.84,0.044949,2.6343,0.87799,28.61,-80.599,9.7823,123.62,-7.0453e-6,4.5662,-4.3551e-4,13661,0,9.834,0.046379,201.26,157.97,2.7439,0.036284,1754855,0,-0.19728,0.48182,-0.16022,0.29824,0.06341,0.12017,11.872,-4.8041,-1.607e-4,0,0,0,0,0.15511,0.0014596,15.776,195.47,56.032,0.067926,NaN,-5.8134,683.53,327.78,0.05,0.093843
24.686,3201.5,-11.452,-9.1132,11.741,9.163,120.97,0.095091,120.97,0.045039,2.5883,0.95454,28.61,-80.599,9.7823,124.75,-7.0444e-6,4.286,-3.9025e-4,13661,0,9.834,0.046379,201.01,157.97,2.7282,0.037438,1810781,0,-0.22701,0.48008,-0.17316,0.29648,0.063412,0.12018,12.16,-4.7295,2.0226e-4,0,0,0,0,0.12836,0.0015144,15.776,195.47,55.811,0.067986,NaN,-5.8098,683.58,327.78,0.05,0.093977
24.736,3200.9,-11.906,-9.0389,12.173,9.0999,121.1,0.095382,121.1,0.04513,2.5383,1.0521,28.61,-80.599,9.7823,125.46,-7.0438e-6,3.9919,-4.0484e-4,13661,0,9.834,0.046379,200.32,157.97,2.6844,0.038689,1871352,0,-0.25373,0.47827,-0.18122,0.29466,0.063414,0.12019,12.582,-4.7707,-1.8242e-4,0,0,0,0,0.10427,0.001569,15.776,195.47,55.604,0.068043,NaN,-5.806,683.63,327.78,0.05,0.094111
24.786,3200.3,-12.355,-8.9496,12.602,9.0259,121.22,0.09567,121.22,0.045219,2.4828,1.1708,28.61,-80.599,9.7823,125.84,-7.0438e-6,3.6698,-4.1534e-4,13661,0,9.834,0.046379,199.29,157.97,2.619,0.040005,1935164,0,-0.27735,0.47645,-0.18524,0.29282,0.063416,0.12021,13.121,-4.9121,-1.0509e-4,0,0,0,0,0.082414,0.0016232,15.776,195.47,55.412,0.068098,NaN,-5.802,683.68,327.78,0.05,0.094238
24.836,3199.7,-12.801,-8.8773,13.028,8.9667,121.34,0.095956,121.34,0.045308,2.4218,1.2626,28.61,-80.599,9.7823,126.85,-7.0444e-6,3.3219,-3.7681e-4,13661,0,9.834,0.046379,199.07,157.97,2.6047,0.041154,1990820,0,-0.31283,0.47492,-0.19743,0.29128,0.063418,0.12022,13.405,-4.8519,-1.1919e-4,0,0,0,0,0.063813,0.001677,15.776,195.47,55.238,0.068149,NaN,-5.7979,683.74,327.79,0.05,0.094383
24.886,3199,-13.243,-8.7926,13.451,8.899,121.46,0.096237,121.46,0.045396,2.3561,1.3722,28.61,-80.599,9.7824,127.6,-7.0445e-6,2.9592,-3.7857e-4,13661,0,9.834,0.046379,198.57,157.97,2.5732,0.042358,2049193,0,-0.34646,0.47337,-0.20638,0.28972,0.06342,0.12023,13.78,-4.8711,7.0512e-5,0,0,0,0,0.047799,0.0017304,15.776,195.47,55.08,0.068198,NaN,-5.7937,683.79,327.79,0.05,0.094509
24.936,3198.4,-13.68,-8.709,13.87,8.8337,121.58,0.096515,121.58,0.045484,2.2847,1.4793,28.61,-80.599,9.7824,128.45,-7.0442e-6,2.5726,-3.7257e-4,13661,0,9.834,0.046379,198.25,157.97,2.5528,0.043526,2105876,0,-0.38451,0.47193,-0.2169,0.28826,0.063422,0.12025,14.095,-4.8497,-1.9615e-4,0,0,0,0,0.03421,0.0017834,15.776,195.47,54.942,0.068245,NaN,-5.7893,683.85,327.79,0.05,0.094634
24.986,3197.7,-14.114,-8.6193,14.285,8.7656,121.69,0.096789,121.69,0.045571,2.208,1.5949,28.61,-80.599,9.7824,129.22,-7.0465e-6,2.1675,-3.6855e-4,13661,0,9.834,0.046379,197.87,157.97,2.529,0.044705,2163039,0,-0.42358,0.47052,-0.22649,0.28684,0.063424,0.12026,14.428,-4.8479,-2.0365e-4,0,0,0,0,0.02302,0.0018359,15.776,195.47,54.823,0.06829,NaN,-5.7848,683.91,327.79,0.05,0.094779
25.036,3196.9,-14.543,-8.5425,14.697,8.7084,121.8,0.097057,121.8,0.045657,2.1256,1.6914,28.61,-80.599,9.7824,130.31,-7.0474e-6,1.744,-3.4863e-4,13661,0,9.834,0.046379,197.94,157.97,2.5331,0.045808,2216557,0,-0.47256,0.46924,-0.24063,0.28555,0.063427,0.12027,14.597,-4.7255,4.061e-4,0,0,0,0,0.014195,0.001888,15.776,195.47,54.726,0.068332,NaN,-5.7802,683.97,327.8,0.05,0.094908
25.086,3196.2,-14.967,-8.439,15.105,8.6345,121.9,0.097321,121.9,0.045742,2.038,1.8274,28.61,-80.599,9.7824,130.88,-7.0468e-6,1.3067,-3.5967e-4,13661,0,9.834,0.046379,197.41,157.97,2.4995,0.047012,2274973,0,-0.51255,0.4679,-0.24778,0.28418,0.063429,0.12029,14.987,-4.781,-1.127e-4,0,0,0,0,0.007565,0.0019396,15.776,195.47,54.649,0.068373,NaN,-5.7754,684.04,327.8,0.05,0.095041
